   2.50995000000000000000000000000000386E-0003   2.00000148974744492225191178344441388        -1.86289671119005458803784082416879099E-0006   2.00025526829949096999256458845832757         2.00025229114480974555040934301288070        -2.00025377964843360605557370339909219        -1.54084691853074808877963880591713171E-0003  -1.53711809131427684517540815486421929E-0003   1.53898236798053703152025983466076702E-0003
   5.00989999999999999999999999999999828E-0003   2.00000592504148816677128137896310381        -7.42371241703635380034586971392756376E-0006   2.00123662893025153167342848537535016         2.00122478801908525137083123806617975        -2.00123070787075706880561461325684808        -2.39057807190795648084416729603560659E-0003  -2.37570525168321256008571414032114243E-0003   2.38314054841339882548674081187762136E-0003
   7.50984999999999999999999999999999269E-0003   2.00001329064171967320663668712365137        -1.66850964625380792972987722041166121E-0005   2.00188576920971875206130012668613884         2.00185921792569300831184233223493762        -2.00187249147537533187666387929719918        -3.56320907911900239668715742035717517E-0003  -3.52975328825816301048520881692371154E-0003   3.54647735167914600280087099022958940E-0003
   1.00097999999999999999999999999999871E-0002   2.00002357131137291057613985168161292        -2.96496079720420537877194482832522158E-0005   2.00251982792394617500668797096291725         2.00247275610794156266513236109886426        -2.00249628692476768417593974048659443        -4.75687242709119690737348451249686835E-0003  -4.69737063569006197817707005783504636E-0003   4.72711226337974792495844802910108757E-0003
   1.25097499999999999999999999999999815E-0002   2.00003675184125191988133314082787798        -4.63197457708712386568594354835864490E-0005   2.00315228600398761791722841930097077         2.00307892046143123048736865261840994        -2.00311559303078063297581113205024949        -5.95877927659134900141023256908820872E-0003  -5.86574465518961465742957601637742214E-0003   5.91224349682531115758986968073907277E-0003
   1.50096999999999999999999999999999759E-0002   2.00005281704996669034159634782075589        -6.66979487439279765520101463501884916E-0005   2.00378490284430463363730658452251422         2.00367950735364149158925337709633522        -2.00373218702470181097727633429121663        -7.16725575891801700264885111642497171E-0003  -7.03317786341933459748126489860857568E-0003   7.10018425581316103681552801674557162E-0003
   1.75096499999999999999999999999999704E-0002   2.00007175178416503110200227820987568        -9.07865961945461161582971036183439853E-0005   2.00441804896336985995280457415158041         2.00427492423716970531439099508414061        -2.00434645719525533391776450120267196        -8.38194471896222261335107654418579975E-0003  -8.19928966794776615909726213534517125E-0003   8.29056447388399976737098819462594471E-0003
   2.00096000000000000000000000000000129E-0002   2.00009354091876095272196198771551601        -1.18588008203558954612994595757796801E-0004   2.00505182264283812377330057571445016         2.00486530627914114961012025107268094        -2.00495851952395985744703722208243203        -9.60274714777009621156945654190537060E-0003  -9.36395779737054481035610489328636558E-0003   9.48327224567256765579164898757016997E-0003
   2.25095500000000000000000000000000073E-0002   2.00011816935715957302071964502863104        -1.50104445988550252447761200209255476E-0004   2.00568625025661329202329515139709709         2.00545071668700520001201918946445246        -2.00556841801362017141069348563151526        -1.08296322831553209662199552114176052E-0002  -1.05271284003726586962326371834739228E-0002   1.06782639267635984105887801462962816E-0002
   2.50095000000000000000000000000000018E-0002   2.00014562203147856214838407035617959        -1.85338112263255937140117383962817524E-0004   2.00632133497391078807877625893164584         2.00603119540994519724967062095824251        -2.00617617339161591438344114874718128        -1.20625914428118680848315981394711368E-0002  -1.16887698775103373176509361126269141E-0002   1.18755179661673400411117335192193509E-0002
   2.75094499999999999999999999999999962E-0002   2.00017588390276614203542347106605302        -2.24291151597084469633328863783539917E-0004   2.00695707131839064374898544893063286         2.00660677369687198346427752488511718        -2.00678179766950975995400693731818766        -1.33016242232029502713567501839966719E-0002  -1.28488590788359359945276329873887213E-0002   1.30750211046141272680918158146071160E-0002
   3.00093999999999999999999999999999906E-0002   2.00020893996121565556656687668570235        -2.66965650774724109989015074489309643E-0004   2.00759345023096661896161555865569234         2.00717747915828974284151705437562850        -2.00738529920642210626982716191054988        -1.45467337001616835419438876829760422E-0002  -1.40073765032576168942183160241275550E-0002   1.42767635745814958396767837823959563E-0002
   3.25093499999999999999999999999999850E-0002   2.00024477522637672134356774685243735        -3.13363639155805963182364415722790796E-0004   2.00823046104702113207742066253501731         2.00774333774265660412480926438277048        -2.00798668468684832453344664829884600        -1.57979245543722148667257842364065099E-0002  -1.51643044227878873882978499968738203E-0002   1.54807372252150953840008113697990075E-0002
   3.50092999999999999999999999999999794E-0002   2.00028337474736298968473810251920371        -3.63487089034591501298794087124682062E-0004   2.00886809234308823121693348139883661         2.00830437458226108122080361097616967        -2.00858595996796017945970131237950110        -1.70552022684869361835561385147366111E-0002  -1.63196260784310808590094734179390097E-0002   1.66869347188961025207523141864861060E-0002
   3.75092499999999999999999999999999738E-0002   2.00032472360305651629795858868267598        -4.17337915999654213222813530245866582E-0004   2.00950633232761855146433222661577554         2.00886061438321087713653932422606317        -2.00918313047099661940710005895757684        -1.83185727564141016514724434592450854E-0002  -1.74733253082418441286925065754490268E-0002   1.78953491599881746238279712788995556E-0002
   4.00091999999999999999999999999999682E-0002   2.00036880690230876993185841714224318        -4.74917979293524977774756534829734562E-0004   2.01014516903284602679838669088538970         2.00941208161654582598590848593529555        -2.00977820137375967309163844498895583        -1.95880421811377192968225811336371184E-0002  -1.86253863639155599170763235237680737E-0002   1.91059739121251947377955753373407125E-0002
   4.25091500000000000000000000000000108E-0002   2.00041560978413829070131346454505640        -5.36229082172271271511087225277991446E-0004   2.01078459041399260869717838368647731         2.00995880061670729506932314030412545        -2.01037117771044970720831520228432506        -2.08636168603681519029102481957611580E-0002  -1.97757938152087576559541544237509245E-0002   2.03188025033379032729652780835539625E-0002
   4.50091000000000000000000000000000052E-0002   2.00046511741792501598576851485561957        -6.01272972264980650678240685648873391E-0004   2.01142458440282686994391200922472300         2.01050079563437787099833976354898198        -2.01096206442585486568196627724033054        -2.21453032154564604370276063819103160E-0002  -2.09245324976224237765739092752428298E-0002   2.15338285744522410230786587818714752E-0002
   4.75090499999999999999999999999999996E-0002   2.00051731500360129102533265474290351        -6.70051341933119303605661785941445716E-0004   2.01206513893763100119109812618520243         2.01103809086574469921658659128914237        -2.01155086640594860052792231842548597        -2.34331077426668227747622532899972213E-0002  -2.20715874824425479264104270560406194E-0002   2.27510458498535912662941359879659757E-0002
